,Feed_Benzene,R1 dP,R1 T1,R1 T2,R1 T3,R1 T4,R1 T5,R1 T6,R1 T7,R1 T8,R1 T9,R1 T10,R2 dT1,ISOM_Feed,BENSAT_RECYCLE,Bensat_P,FLASH_VESSEL_pressure_CV_OP,ISOM_H2,Bensat_H2
timestamp,Target,103PDI5603.DACA.PV,103TI5638N.PV,103TI5633N.PV,103TI5639N.PV,103TI5634N.PV,103TI5630N.PV,103TI5635N.PV,103TI5631N.PV,103TI5636N.PV,103TI5632N.PV,103TI5637N.PV,103TI5843N.PV-103TI5836N.PV,103FIC5106N.PIDA.PV,103FI5704.PV,103PIC5711AN.PIDA.PV,103PIC5711BN.PIDA.OP,103FIC5509.PV,103FIC5510N.PIDA.PV
2023-10-11 12:00:00,3.17,1.74,115.02,118.16,117.65,118.95,122.55,125.15,124.58,126.08,126.78,127.18,4.73,109.55,190.13,16.01,18.99,3441.52,1801.8
2023-10-11 16:00:00,3.14,1.73,114.6,117.67,117.25,118.52,122.04,124.69,124.14,125.63,126.4,126.77,4.61,109.76,190.29,16,19.48,3445.86,1735.66
2023-10-11 19:59:59,3.07,1.72,115.21,118.36,117.88,119.2,122.81,125.39,124.79,126.26,126.88,127.28,4.62,109.88,190.39,15.96,18.07,3380.78,1670.73
2023-10-12 00:00:00,3.3,1.71,115.08,118.25,117.84,119.19,122.87,125.57,124.87,126.27,126.78,127.19,6.33,109.91,190.28,16,13.78,3393.86,1730.68
2023-10-12 04:00:00,3.26,1.76,113.65,116.79,116.22,117.5,121.11,123.81,123.18,124.88,125.7,126.12,5.13,109.42,190.26,16.05,21.53,3556.58,1637.51
2023-10-12 07:59:59,3.04,1.76,115.44,118.64,118.1,119.38,123.07,125.66,125.05,126.7,127.46,127.84,3.78,108.87,190.21,15.99,25.8,3523.41,1576.45
2023-10-12 12:00:00,3.14,1.76,114.92,118.04,117.53,118.83,122.4,125.09,124.52,126.09,126.9,127.28,4.39,109.22,191.17,15.99,22.81,3520.09,1593.4
2023-10-12 16:00:00,3.34,1.75,114.27,117.34,116.97,118.27,121.81,124.64,124.06,125.55,126.31,126.66,5.65,109.5,190.42,16.01,20.69,3563.56,1646
2023-10-12 19:59:59,3.1,1.76,114.26,117.37,116.81,118.07,121.64,124.25,123.7,125.38,126.3,126.72,3.97,109.27,190.29,16,25.18,3552.92,1530.07
2023-10-13 00:00:00,3.21,1.76,115.12,118.3,117.77,119.09,122.76,125.45,124.81,126.41,127.13,127.51,4.71,109.32,190.29,16,23.27,3554.38,1653.56
2023-10-13 04:00:00,3.26,1.76,115.47,118.69,118.17,119.52,123.24,125.89,125.23,126.77,127.46,127.83,5.05,109.17,190.26,16,22.65,3559.69,1680
2023-10-13 07:59:59,2.79,1.76,115.66,118.85,118.08,119.35,122.99,125.25,124.66,126.47,127.47,128,2.27,108.38,190.24,15.99,29.9,3468.93,1369.42
2023-10-13 12:00:00,3.01,1.72,115.9,119.06,118.54,119.87,123.47,125.95,125.4,126.83,127.51,127.9,4.03,108.3,190.26,15.98,20.05,3365.2,1609.6
2023-10-13 16:00:00,3.48,1.69,114.87,117.91,117.65,119,122.54,125.29,124.67,126,126.63,126.94,6.77,108.04,189.23,16.04,14.92,3428.38,1747.73
2023-10-13 19:59:59,2.87,1.76,114.57,117.63,116.97,118.14,121.59,123.83,123.35,125.14,126.51,126.94,1.68,106.08,191.42,16.03,32.09,3498.04,1325.08
2023-10-14 00:00:00,2.83,1.74,116.04,119.16,118.61,119.87,123.45,125.86,125.32,126.99,127.9,128.26,2.64,106.36,190.24,15.99,28.96,3448.67,1528.83
2023-10-14 04:00:00,3.18,1.74,115.14,118.34,117.77,119.1,122.83,125.5,124.82,126.43,127.07,127.47,4.8,107.96,190.46,15.98,23.86,3530.33,1664.57
2023-10-14 07:59:59,3.19,1.75,115.32,118.52,117.99,119.33,123.05,125.71,125.07,126.69,127.31,127.71,4.65,107.19,190.27,16,24.57,3540.62,1661.45
2023-10-14 12:00:00,3.3,1.74,115.36,118.5,118.08,119.43,123.07,125.85,125.22,126.69,127.33,127.66,5.58,109.01,190.35,15.97,21.31,3536.49,1739.68
2023-10-14 16:00:00,3.4,1.73,115.51,118.59,118.35,119.72,123.3,126.17,125.54,126.93,127.57,127.82,6.26,108.48,189.44,16.03,21.14,3561.53,1719.64
2023-10-14 19:59:59,3.31,1.74,114.51,117.63,117.2,118.52,122.16,124.94,124.31,125.87,126.57,126.9,5.51,108.51,190.38,16,22.15,3568.13,1683.76
2023-10-15 00:00:00,3.1,1.74,114.59,117.72,117.14,118.41,122.04,124.58,123.98,125.65,126.46,126.85,4.08,108.5,190.51,16.04,22.42,3468.4,1737.84
2023-10-15 04:00:00,2.04,1.74,115.95,118.96,117.95,118.99,122.31,123.7,123.18,124.82,126.1,126.77,0.14,108.18,190.48,16.05,37.38,3199.14,1512.05
2023-10-15 07:59:59,1.5,1.63,119.58,122.67,121.59,122.6,125.93,126.89,126.34,127.72,128.44,128.98,-0.12,107.95,190.61,15.9,30.61,2669.23,1518.65
2023-10-15 12:00:00,1.52,1.56,119.93,122.96,121.96,123,126.26,127.18,126.71,128.01,128.75,129.27,-0.08,108.61,190.37,15.77,15.44,2522.96,1583.86
2023-10-15 16:00:00,1.61,1.61,118.57,121.51,120.62,121.62,124.82,125.91,125.46,126.79,127.73,128.25,-0.14,108.91,190.3,16.02,22.74,2660.59,1481.83
2023-10-15 19:59:59,1.41,1.6,119.65,122.64,121.56,122.56,125.8,126.64,126.13,127.4,128.02,128.5,-0.16,108.75,190.45,15.97,29.19,2578.69,1494
2023-10-16 00:00:00,1.39,1.56,120.05,123.1,122.01,123.04,126.32,127.13,126.61,127.92,128.51,129.03,-0.14,108.48,190.49,16,20.32,2442.24,1507.48
2023-10-16 04:00:00,1.35,1.55,120.57,123.66,122.52,123.51,126.84,127.55,126.97,128.26,128.77,129.28,-0.17,107.79,190.42,15.97,21.05,2395.77,1528.4
2023-10-16 07:59:59,1.28,1.53,119.86,122.93,121.73,122.72,126.01,126.64,126.08,127.36,127.82,128.36,-0.12,107.34,190.5,16.02,18.11,2310.89,1522.48
2023-10-16 12:00:00,1.22,1.53,121.52,124.55,123.43,124.42,127.65,128.23,127.72,128.89,129.29,129.72,-0.17,107.53,190.41,16,21.09,2304.34,1566.36
2023-10-16 16:00:00,1.4,1.54,119.18,122.04,121.09,122.07,125.13,125.96,125.51,126.68,127.36,127.8,-0.16,107.84,190.52,16.02,19.51,2396.17,1458.55
2023-10-16 19:59:59,1.25,1.55,121.07,124.05,122.98,123.94,127.12,127.73,127.24,128.38,128.78,129.21,-0.17,108.06,190.47,15.96,25.49,2365.61,1482.73
2023-10-17 00:00:00,1.5,1.54,120.74,123.77,122.82,123.89,127.17,128.08,127.62,128.89,129.64,130.15,-0.03,108.22,190.48,15.94,12.93,2414.69,1534.93
2023-10-17 04:00:00,1.99,1.61,117.55,120.59,119.69,120.8,124.16,125.56,125.1,126.62,127.71,128.36,0.38,108.78,190.42,16.06,13.18,2753.81,1511.06
2023-10-17 07:59:59,1.97,1.64,117.82,120.92,119.96,121.08,124.49,125.89,125.38,126.92,128.11,128.82,0.18,109.3,190.41,16,18.87,2837.58,1502.83
2023-10-17 12:00:00,2.19,1.66,117.89,121.04,120.19,121.41,124.93,126.61,126.13,127.65,128.52,129.13,1.07,110.94,190.38,16,15.61,2954.65,1591.73
2023-10-17 16:00:00,2.52,1.68,115.96,118.94,118.14,119.28,122.62,124.38,123.92,125.54,126.88,127.48,0.79,106.75,190.54,16.09,23.71,3126.63,1506.13
2023-10-17 19:59:59,1.98,1.68,117.83,120.89,119.94,121.01,124.38,125.76,125.27,126.79,128.08,128.74,-0.09,105.87,190.42,15.97,33.12,3006.21,1462.52
2023-10-18 00:00:00,2.25,1.66,118.14,121.28,120.44,121.64,125.15,126.84,126.35,127.94,128.93,129.49,0.85,105.66,190.46,15.94,23.05,3009.57,1601.12
2023-10-18 04:00:00,2.34,1.67,117.03,120.19,119.3,120.51,124.06,125.83,125.3,126.96,127.94,128.54,1.13,107.76,190.44,16.01,20.11,3048.28,1542.03
2023-10-18 07:59:59,2.28,1.69,116.57,119.7,118.79,119.95,123.42,125.16,124.64,126.33,127.54,128.17,0.8,108.85,190.57,16.01,21.8,3088.14,1503.82
2023-10-18 12:00:00,2.37,1.69,117.38,120.46,119.76,120.96,124.37,126.24,125.82,127.36,128.4,128.9,1.2,109.83,190.52,15.96,20.11,3089.53,1584.39
2023-10-18 16:00:00,2.55,1.68,115.3,118.18,117.66,118.85,122.11,124.19,123.84,125.34,126.39,126.82,2.01,110.48,190.41,16.02,16.09,3119.19,1559.65
2023-10-18 19:59:59,2.38,1.7,116.54,119.52,118.9,120.05,123.4,125.32,124.92,126.48,127.69,128.17,1.1,110.34,190.42,16.02,21.66,3137.5,1485.7
2023-10-19 00:00:00,2.38,1.7,116.06,119.1,118.38,119.54,122.95,124.86,124.39,126.04,127.21,127.72,1.22,110.4,190.51,15.99,21.28,3141.04,1521.53
2023-10-19 04:00:00,2.38,1.7,116.78,119.9,119.14,120.32,123.81,125.72,125.24,126.87,127.92,128.45,1.26,110.15,190.59,15.99,21.79,3142.61,1554.17
2023-10-19 07:59:59,2.58,1.7,116.47,119.59,118.96,120.2,123.72,125.84,125.36,126.91,127.71,128.18,2.38,110.24,190.48,15.99,18.29,3183.87,1661.41
2023-10-19 12:00:00,3.18,1.7,116.19,119.32,118.99,120.39,123.99,126.61,125.97,127.26,127.7,128.07,5.95,110.38,190.24,15.99,13.16,3323.22,1874.34
2023-10-19 16:00:00,3.48,1.73,113.24,116.21,115.92,117.23,120.71,123.57,122.99,124.4,125.1,125.43,7.4,110.53,190.43,16.02,13.95,3493.27,1895.52
2023-10-19 19:59:59,3.29,1.74,114.12,117.17,116.75,118.06,121.64,124.4,123.8,125.31,126,126.38,5.97,110.49,190.39,15.98,18.76,3496.26,1769.98
2023-10-20 00:00:00,3.35,1.73,114.96,118.11,117.66,119,122.7,125.46,124.74,126.2,126.71,127.13,6.36,110.22,190.56,15.99,16.37,3450.06,1857.41
2023-10-20 04:00:00,3.47,1.74,115.1,118.31,117.83,119.19,122.95,125.78,125.02,126.52,127.03,127.43,6.9,109.83,190.44,16.02,17.43,3527.87,1928.9
2023-10-20 07:59:59,3.34,1.76,114.36,117.48,116.94,118.25,121.9,124.67,124.02,125.64,126.36,126.75,5.71,109.65,190.5,16.01,21.55,3575.45,1856.96
2023-10-20 12:00:00,3.32,1.77,115.52,118.65,118.19,119.54,123.16,125.97,125.36,126.85,127.54,127.89,5.55,110.04,191.24,16,22.3,3582.97,1901.86
2023-10-20 16:00:00,3.52,1.73,115.13,118.16,117.86,119.24,122.79,125.71,125.08,126.47,127.13,127.44,6.78,108.23,190.28,16.04,20.09,3578.77,1918.98
2023-10-20 19:59:59,3.02,1.72,114.14,117.19,116.65,117.92,121.42,123.9,123.37,124.99,125.87,126.29,3.91,107.74,190.7,15.93,23.02,3418.52,1632.55
2023-10-21 00:00:00,3.13,1.69,115.84,119,118.5,119.87,123.51,126.08,125.42,126.85,127.35,127.78,5.2,107.96,190.53,16,15.93,3315.92,1835.66
2023-10-21 04:00:00,3.07,1.7,114.92,118.01,117.49,118.79,122.36,124.85,124.27,125.82,126.53,126.99,4.55,107.72,190.6,16.05,18.19,3356.79,1793.04
2023-10-21 07:59:59,2.46,1.75,115.46,118.5,117.69,118.86,122.24,124.14,123.73,125.45,126.96,127.53,0.94,107.57,190.53,16.05,30.53,3356.44,1541.59
2023-10-21 12:00:00,2.26,1.72,117.35,120.37,119.59,120.75,124.08,125.85,125.46,127.04,128.53,129.1,0.46,107.95,190.63,15.97,30.84,3230.17,1560.17
2023-10-21 16:00:00,2.54,1.69,116.63,119.59,119.08,120.31,123.67,125.77,125.35,126.73,127.54,127.93,2.51,107.95,190.49,15.47,22.57,3230.47,1627.71
2023-10-21 19:59:59,2.35,1.73,115.43,118.42,117.68,118.81,122.16,124.06,123.63,125.3,126.74,127.33,0.85,107.48,191.81,16.02,29.84,3279.36,1316.7
2023-10-22 00:00:00,2.74,1.69,116.75,119.89,119.34,120.65,124.24,126.52,125.99,127.46,128.09,128.53,3.13,106.67,192.04,15.94,19.37,3225.13,1576.52
2023-10-22 04:00:00,2.77,1.69,115.57,118.67,118.02,119.27,122.8,125.03,124.51,126.12,126.88,127.37,2.9,106.5,190.46,16.01,18.61,3217.11,1568.49
2023-10-22 07:59:59,2.67,1.69,115.92,119.05,118.34,119.56,123.11,125.24,124.75,126.42,127.26,127.78,2.26,106.37,190.51,16.02,20.68,3223.24,1560.83
2023-10-22 12:00:00,2.65,1.69,116.62,119.69,119.09,120.35,123.79,125.94,125.52,127.04,127.94,128.37,2.26,106.58,190.5,15.99,21.07,3215.63,1581.89
2023-10-22 16:00:00,2.79,1.68,115.04,117.98,117.53,118.76,122.08,124.41,124.01,125.47,126.38,126.78,3.15,107.03,190.42,16,17.96,3233.58,1553.06
2023-10-22 19:59:59,2.56,1.71,115.88,118.94,118.3,119.51,122.96,125.08,124.64,126.27,127.33,127.8,1.78,107.76,190.51,16.03,24.21,3267.63,1556.38
2023-10-23 00:00:00,2.69,1.71,116.38,119.51,118.86,120.11,123.64,125.86,125.36,126.96,127.79,128.25,2.41,107.49,190.5,15.98,22.15,3270.16,1729.67
2023-10-23 04:00:00,2.72,1.71,116.13,119.25,118.57,119.84,123.37,125.55,125.05,126.67,127.51,128.01,2.48,107.88,190.48,16,21.72,3278.96,1768.11
2023-10-23 07:59:59,2.68,1.71,116.26,119.43,118.7,119.93,123.5,125.66,125.13,126.79,127.64,128.15,2.32,108,190.57,15.99,21.75,3272.03,1756.98
2023-10-23 12:00:00,2.72,1.69,116.66,119.76,119.15,120.42,123.9,126.1,125.65,127.16,127.93,128.4,2.69,108.18,190.25,15.99,18.8,3220.66,1669.73
2023-10-23 16:00:00,2.92,1.67,115.4,118.39,117.96,119.24,122.61,124.96,124.53,125.93,126.68,127.1,3.77,107.16,190.6,16.11,13.71,3196.57,1678.05
2023-10-23 19:59:59,2.8,1.7,115.55,118.58,118.04,119.29,122.77,125.1,124.64,126.23,127.14,127.57,2.8,107.04,190.27,16.11,21.51,3324.58,1530.7
2023-10-24 00:00:00,2.88,1.73,115.65,118.7,118.15,119.41,122.92,125.29,124.81,126.42,127.28,127.71,3.18,108.12,190.33,15.99,22.75,3386.67,1618.57
2023-10-24 04:00:00,2.9,1.72,115.45,118.54,117.91,119.2,122.75,125.11,124.59,126.18,126.9,127.4,3.55,108.57,190.49,15.98,19.78,3336.71,1637.82
2023-10-24 07:59:59,2.84,1.73,115.61,118.73,118.02,119.3,122.89,125.18,124.64,126.26,126.98,127.51,3.36,109.49,190.58,15.99,19.01,3301.48,1619.51
2023-10-24 12:00:00,2.96,1.73,116.21,119.3,118.79,120.11,123.65,126.1,125.59,127.02,127.66,128.1,4.25,110.49,190.36,16.01,17.07,3335.91,1696.82
2023-10-24 16:00:00,3.12,1.74,114.91,117.86,117.49,118.78,122.2,124.8,124.32,125.76,126.57,126.93,4.91,110.76,190.44,16.02,17.82,3428.25,1669.13
2023-10-24 19:59:59,2.99,1.76,114.96,117.99,117.48,118.74,122.25,124.78,124.28,125.87,126.75,127.13,3.93,110.94,190.48,16,22.23,3476.68,1612.27
2023-10-25 00:00:00,3.1,1.76,115.29,118.34,117.85,119.17,122.7,125.29,124.77,126.31,127.08,127.46,4.62,110.8,190.45,15.99,20.86,3485.38,1718.08
2023-10-25 04:00:00,3.15,1.76,114.92,117.97,117.45,118.77,122.31,124.89,124.37,125.9,126.65,127.08,4.86,110.73,190.51,16.01,19.7,3483.74,1716
2023-10-25 07:59:59,3.11,1.76,114.87,117.99,117.33,118.64,122.25,124.74,124.18,125.83,126.58,127.06,4.5,109.46,190.61,16.01,20.82,3482.83,1726.3
2023-10-25 12:00:00,2.97,1.73,115.74,118.82,118.23,119.53,123.07,125.43,124.91,126.44,127.19,127.65,3.93,109.23,190.34,15.98,18.56,3427.55,1741.44
2023-10-25 16:00:00,3.07,1.73,114.89,117.85,117.41,118.7,122.12,124.68,124.2,125.68,126.5,126.88,4.44,109.23,190.48,16.02,18.31,3400.68,1640.65
2023-10-25 19:59:59,2.83,1.75,114.58,117.59,116.97,118.16,121.63,123.98,123.47,125.2,126.29,126.74,2.87,109.2,190.44,16.04,23.73,3415.13,1507.99
2023-10-26 00:00:00,2.88,1.75,116.45,119.55,119,120.26,123.82,126.26,125.72,127.33,128.12,128.52,3.28,109.25,190.72,15.96,24.12,3422.08,1643.41
2023-10-26 04:00:00,2.99,1.75,114.92,118,117.35,118.62,122.18,124.59,124.06,125.73,126.56,127.05,3.73,108.88,190.43,16,21.38,3426.03,1644.99
2023-10-26 07:59:59,2.93,1.75,115.3,118.48,117.73,118.95,122.63,124.98,124.35,126.12,126.94,127.46,3.37,108.68,190.38,16.01,21.82,3408.44,1639.09
2023-10-26 12:00:00,3.16,1.72,116.45,119.58,119.1,120.44,124.04,126.61,126.01,127.46,128.1,128.47,4.75,108.03,190.01,16,19.32,3426.82,1788.02
2023-10-26 16:00:00,3.17,1.72,114.29,117.22,116.81,118.05,121.44,124.04,123.58,125.15,126.14,126.46,4.15,106.1,189.66,16.02,22.77,3477.68,1653.63
2023-10-26 19:59:59,2.82,1.75,114.87,117.89,117.3,118.5,121.99,124.35,123.85,125.62,126.78,127.18,2.47,105.96,190.23,16.02,29.56,3481.64,1526.45
2023-10-27 00:00:00,2.96,1.73,116.28,119.39,118.9,120.18,123.78,126.3,125.7,127.33,128.16,128.52,3.5,104.66,189.58,16.01,28.96,3483.35,1645.07
2023-10-27 04:00:00,2.59,1.74,115.11,118.16,117.32,118.48,121.94,123.91,123.4,125.17,126.52,127.07,1.41,104.97,191.56,15.98,28.97,3327.94,1489.05
2023-10-27 07:59:59,2.56,1.73,116.65,119.76,118.94,120.15,123.67,125.66,125.16,126.89,128.04,128.55,1.54,106.08,190.38,16,27.92,3303.72,1596.96
2023-10-27 12:00:00,2.77,1.72,116.73,119.79,119.18,120.44,123.93,126.19,125.71,127.23,128.1,128.53,2.85,107.73,190.41,15.94,22.52,3289.36,1674.59
2023-10-27 16:00:00,3.05,1.71,115.35,118.27,117.9,119.17,122.52,125.03,124.6,126,126.84,127.17,4.41,109.12,190.26,16.03,16.76,3319.04,1673.54
2023-10-27 19:59:59,2.72,1.72,114.78,117.76,117.12,118.3,121.75,123.97,123.49,125.18,126.35,126.84,2.47,107.31,190.35,16,24.67,3340.39,1507.31
2023-10-28 00:00:00,2.72,1.68,116.66,119.77,119.16,120.44,124,126.23,125.7,127.24,127.97,128.43,2.8,104.97,190.57,15.95,21.34,3219.86,1634.71
2023-10-28 04:00:00,2.66,1.68,115.48,118.56,117.84,119.07,122.59,124.72,124.2,125.9,126.79,127.3,2.35,103.92,190.39,16.02,22.65,3209.67,1534.72
2023-10-28 07:59:59,2.71,1.68,116.07,119.31,118.5,119.74,123.43,125.58,124.93,126.68,127.37,127.92,2.76,103.86,190.58,15.99,21.74,3216.88,1592.36
2023-10-28 12:00:00,2.72,1.68,117.47,120.62,119.98,121.25,124.84,127.03,126.5,128.04,128.75,129.18,2.8,104.7,190.16,15.96,21.91,3205.68,1688.18
2023-10-28 16:00:00,2.83,1.69,115.35,118.27,117.82,119.06,122.4,124.79,124.38,125.83,126.71,127.06,3.7,107.92,190.48,16.01,16.96,3244.84,1637.88
2023-10-28 19:59:59,2.6,1.71,114.94,117.89,117.23,118.38,121.78,123.89,123.44,125.12,126.33,126.82,2.17,107.98,190.29,16.03,22.56,3244,1491.37
2023-10-29 00:00:00,2.63,1.7,116.33,119.39,118.73,119.96,123.46,125.63,125.13,126.77,127.68,128.14,2.44,107.63,190.44,15.98,21.72,3215.16,1582.15
2023-10-29 04:00:00,2.66,1.7,115.73,118.86,118.09,119.3,122.9,125.03,124.47,126.18,127.04,127.58,2.68,107.34,190.39,16.01,20.16,3206,1579.41
2023-10-29 07:59:59,2.73,1.69,116,119.18,118.4,119.63,123.31,125.48,124.86,126.58,127.27,127.83,3.15,107.1,190.46,15.99,18.55,3203.08,1665.32
2023-10-29 12:00:00,2.86,1.68,117.4,120.57,119.99,121.3,124.94,127.24,126.66,128.13,128.74,129.17,3.67,106.35,190.23,16.02,18.18,3220.35,1758.03
2023-10-29 16:00:00,2.57,1.68,114.92,117.78,117.16,118.28,121.55,123.57,123.17,124.8,126.21,126.66,1.57,104.12,190.29,16.03,24.06,3199.94,1477.5
2023-10-29 19:59:59,2.2,1.69,116.81,119.82,119,120.1,123.51,125.24,124.76,126.4,127.84,128.45,0.52,103.93,190.37,15.98,31.65,3162.72,1471.1
2023-10-30 00:00:00,2.77,1.66,117.52,120.67,120.07,121.36,124.98,127.2,126.63,128.14,128.73,129.15,3.22,103.86,190.47,15.98,19.18,3150.75,1689.73
2023-10-30 04:00:00,2.7,1.67,116.11,119.21,118.47,119.7,123.22,125.31,124.79,126.46,127.33,127.84,2.49,103.96,190.38,16.01,20.8,3155.35,1591.03
2023-10-30 07:59:59,2.87,1.68,116.37,119.51,118.87,120.15,123.78,126.07,125.48,127,127.62,128.11,4.19,105.89,190.5,15.98,16.52,3198.06,1795.6
2023-10-30 12:00:00,2.91,1.7,116.3,119.39,118.78,120.06,123.61,125.96,125.44,126.99,127.76,128.19,3.73,106.67,190.29,16.01,19.7,3301.65,1758.68
2023-10-30 16:00:00,2.88,1.71,115.33,118.25,117.75,118.98,122.32,124.69,124.27,125.81,126.88,127.25,3.32,106.94,190.17,16.02,21.9,3325.78,1637.96
2023-10-30 19:59:59,2.64,1.73,114.69,117.63,116.89,118,121.38,123.4,122.95,124.69,126.15,126.71,1.93,106.9,190.4,16.05,26.68,3327.32,1466.24
2023-10-31 00:00:00,2.53,1.72,117.3,120.36,119.61,120.81,124.32,126.37,125.88,127.54,128.66,129.14,1.78,106.81,190.41,15.93,27.06,3274.61,1536.8
2023-10-31 04:00:00,2.74,1.72,115.65,118.69,117.9,119.09,122.59,124.75,124.24,126,127.07,127.59,2.68,106.3,190.4,16.02,22.58,3309.81,1651.99
2023-10-31 07:59:59,2.9,1.72,116.12,119.31,118.56,119.79,123.47,125.8,125.18,126.89,127.64,128.13,3.97,107.04,190.42,15.97,19.91,3340.93,1836.68
2023-10-31 12:00:00,3.01,1.7,118,121.15,120.61,121.94,125.57,128.01,127.44,128.82,129.47,129.83,4.64,107.61,189.16,15.98,19.21,3337.45,1857.26
2023-10-31 16:00:00,3.21,1.71,115.7,118.66,118.25,119.54,122.97,125.59,125.09,126.51,127.31,127.63,5.49,107.8,189.58,15.99,17.59,3386.05,1891.42
2023-10-31 19:59:59,3.08,1.74,114.5,117.49,116.91,118.1,121.6,124.06,123.57,125.26,126.24,126.68,4.32,107.8,190.46,16.05,20.83,3427.96,1769.06
2023-11-01 00:00:00,2.77,1.76,115.6,118.63,117.87,119.06,122.58,124.8,124.3,126.1,127.28,127.76,2.75,108.21,190.31,16,26.2,3427.97,1722.24
2023-11-01 04:00:00,2.92,1.75,116.41,119.55,118.85,120.12,123.73,126.15,125.6,127.27,128.11,128.55,4.09,108.61,190.44,15.97,23.04,3449.74,1878.83
2023-11-01 07:59:59,2.95,1.75,115.34,118.43,117.67,118.9,122.5,124.85,124.29,126.04,126.98,127.51,4.17,108.45,190.44,16.03,21.32,3432.71,1857.58
2023-11-01 12:00:00,2.73,1.74,116.75,119.79,119.05,120.26,123.73,125.82,125.35,126.96,128.06,128.54,2.7,108.84,190.3,15.85,23.32,3409.38,1768.18
2023-11-01 16:00:00,2.83,1.75,116.52,119.42,118.87,120.04,123.33,125.59,125.22,126.83,128.12,128.5,2.48,108.87,189.66,16.02,25.41,3406.92,1640.72
2023-11-01 19:59:59,2.54,1.78,115.54,118.5,117.63,118.7,122.07,123.91,123.46,125.26,126.99,127.63,0.85,109.01,190.23,16.02,31.06,3391.04,1513.71
2023-11-02 00:00:00,2.68,1.74,117.28,120.37,119.6,120.8,124.33,126.47,125.98,127.67,128.7,129.19,2.41,108.89,190.38,15.94,23.96,3323.67,1704.59
2023-11-02 04:00:00,2.75,1.73,115.34,118.44,117.58,118.76,122.32,124.47,123.91,125.71,126.7,127.3,3.21,108.74,190.44,16,19.14,3296.24,1749.95
2023-11-02 07:59:59,2.63,1.74,115.72,118.85,117.93,119.08,122.68,124.74,124.17,126.03,127.07,127.7,2.71,108.7,190.27,16.01,21,3295.05,1728.28
2023-11-02 12:00:00,2.7,1.73,117.04,120.12,119.39,120.61,124.14,126.35,125.85,127.48,128.38,128.89,3.07,109.35,190.32,15.97,20.42,3288.17,1764.13
2023-11-02 16:00:00,2.49,1.71,115.23,118.13,117.63,118.84,122.2,124.56,124.16,125.63,126.54,126.95,4.27,109.01,190.38,16,14.87,3249.86,1741.36
2023-11-02 19:59:59,0.02,1.7,115.29,118.25,117.54,118.69,122.11,124.19,123.72,125.41,126.63,127.16,2.5,105.95,190.31,16.05,21.68,3255.05,1619.08
2023-11-03 00:00:00,0.02,1.72,116.71,119.75,118.93,120.05,123.52,125.43,124.95,126.7,128.04,128.59,1.41,106.14,190.4,16.03,26.73,3249.2,1628.06
2023-11-03 04:00:00,0.02,1.75,115.98,118.97,117.94,119.02,122.38,123.96,123.47,125.23,126.88,127.66,0.42,105.96,190.31,16.05,33.38,3248.81,1525.85
2023-11-03 07:59:59,0.02,1.75,117.97,121.02,119.91,120.96,124.39,125.77,125.24,126.95,128.45,129.27,-0.03,106.04,190.3,15.97,37.43,3195.78,1529.64
2023-11-03 12:00:00,0.02,1.71,117.85,120.82,119.88,121.01,124.34,125.95,125.53,127.12,128.5,129.16,0.7,109.87,190.31,15.92,23.45,3035,1539.19
2023-11-03 16:00:00,0.02,1.68,116.61,119.43,118.68,119.72,122.88,124.53,124.19,125.7,127.18,127.75,0.79,109.36,190.42,15.98,20.06,2970.32,1498.35
2023-11-03 19:59:59,0.02,1.67,117.08,119.98,119.05,120.05,123.33,124.75,124.32,125.9,127.37,128.13,0.18,106.95,190.29,16.02,23.22,2910.42,1475.72
2023-11-04 00:00:00,0.02,1.66,117.99,120.98,120.05,121.15,124.5,126.03,125.58,127.18,128.44,129.1,0.59,107.63,190.36,15.97,18.49,2885.42,1544.16
2023-11-04 04:00:00,0.02,1.68,117.15,120.12,119.11,120.19,123.52,124.98,124.53,126.17,127.64,128.39,0.44,108.16,190.38,16.03,21.06,2954.23,1535.3
2023-11-04 07:59:59,0.02,1.69,117.45,120.45,119.37,120.44,123.81,125.22,124.74,126.38,127.84,128.64,0.28,107.99,190.18,15.99,23.34,2960.09,1556.43
2023-11-04 12:00:00,0.02,1.68,118.28,121.3,120.43,121.58,124.97,126.66,126.24,127.8,128.96,129.54,1.13,108.4,190.48,15.97,18.37,2975.79,1612.34
2023-11-04 16:00:00,0.02,1.69,116.59,119.49,119.02,120.25,123.59,125.86,125.48,126.87,127.74,128.12,3.74,108.91,190.35,15.99,13.99,3159.33,1769.05
2023-11-04 19:59:59,0.02,1.7,115.29,118.15,117.7,118.91,122.23,124.63,124.25,125.71,126.62,127.01,4.29,108.76,190.31,16,14.74,3232.83,1761.72
2023-11-05 00:00:00,0.02,1.73,115.67,118.67,118.03,119.24,122.72,125.03,124.57,126.21,127.15,127.61,3.72,108.76,190.32,16.02,18.78,3307.61,1745.23
2023-11-05 04:00:00,0.02,1.73,115.6,118.63,117.96,119.22,122.73,125.09,124.6,126.23,127.05,127.55,4.21,108.63,190.47,15.99,17.84,3319.5,1813.24
2023-11-05 07:59:59,0.02,1.74,115.3,118.36,117.6,118.82,122.36,124.64,124.11,125.85,126.78,127.3,3.65,108.79,190.35,16.01,19.48,3328.66,1772.64
